State,State ANSI,County,County ANSI,Zip Code,Data Item,Value
GEORGIA,13,THOMAS,275,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,COWETA,77,,SORGHUM - OPERATIONS WITH SALES,1
GEORGIA,13,COWETA,77,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,LAMAR,171,,SORGHUM - OPERATIONS WITH SALES,1
GEORGIA,13,LAMAR,171,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,MACON,193,,SORGHUM - OPERATIONS WITH SALES,1
GEORGIA,13,MACON,193,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,MERIWETHER,199,,SORGHUM - OPERATIONS WITH SALES,5
GEORGIA,13,MERIWETHER,199,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,TALBOT,263,,SORGHUM - OPERATIONS WITH SALES,1
GEORGIA,13,TALBOT,263,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,TAYLOR,269,,SORGHUM - OPERATIONS WITH SALES,1
GEORGIA,13,TAYLOR,269,,"SORGHUM - SALES, MEASURED IN $",0
GEORGIA,13,UPSON,293,,SORGHUM - OPERATIONS WITH SALES,1
GEORGIA,13,UPSON,293,,"SORGHUM - SALES, MEASURED IN $",0
HAWAII,15,MAUI & KALAWAO,9,,SORGHUM - OPERATIONS WITH SALES,1
HAWAII,15,MAUI & KALAWAO,9,,"SORGHUM - SALES, MEASURED IN $",0
IDAHO,16,FRANKLIN,41,,SORGHUM - OPERATIONS WITH SALES,2
IDAHO,16,FRANKLIN,41,,"SORGHUM - SALES, MEASURED IN $",0
IDAHO,16,CASSIA,31,,SORGHUM - OPERATIONS WITH SALES,3
IDAHO,16,CASSIA,31,,"SORGHUM - SALES, MEASURED IN $","34,000"
IDAHO,16,GOODING,47,,SORGHUM - OPERATIONS WITH SALES,4
IDAHO,16,GOODING,47,,"SORGHUM - SALES, MEASURED IN $","141,000"
IDAHO,16,JEROME,53,,SORGHUM - OPERATIONS WITH SALES,2
IDAHO,16,JEROME,53,,"SORGHUM - SALES, MEASURED IN $",0
IDAHO,16,ADA,1,,SORGHUM - OPERATIONS WITH SALES,1
IDAHO,16,ADA,1,,"SORGHUM - SALES, MEASURED IN $",0
IDAHO,16,CANYON,27,,SORGHUM - OPERATIONS WITH SALES,7
IDAHO,16,CANYON,27,,"SORGHUM - SALES, MEASURED IN $","141,000"
IDAHO,16,OWYHEE,73,,SORGHUM - OPERATIONS WITH SALES,1
IDAHO,16,OWYHEE,73,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MASON,125,,SORGHUM - OPERATIONS WITH SALES,13
ILLINOIS,17,MASON,125,,"SORGHUM - SALES, MEASURED IN $","137,000"
ILLINOIS,17,MCLEAN,113,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,MCLEAN,113,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MENARD,129,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,MENARD,129,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,TAZEWELL,179,,SORGHUM - OPERATIONS WITH SALES,3
ILLINOIS,17,TAZEWELL,179,,"SORGHUM - SALES, MEASURED IN $","7,000"
ILLINOIS,17,CHAMPAIGN,19,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,CHAMPAIGN,19,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,FORD,53,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,FORD,53,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,IROQUOIS,75,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,IROQUOIS,75,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,VERMILION,183,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,VERMILION,183,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,CLARK,23,,SORGHUM - OPERATIONS WITH SALES,7
ILLINOIS,17,CLARK,23,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,CLAY,25,,SORGHUM - OPERATIONS WITH SALES,7
ILLINOIS,17,CLAY,25,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,CRAWFORD,33,,SORGHUM - OPERATIONS WITH SALES,3
ILLINOIS,17,CRAWFORD,33,,"SORGHUM - SALES, MEASURED IN $","114,000"
ILLINOIS,17,CUMBERLAND,35,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,CUMBERLAND,35,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,EFFINGHAM,49,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,EFFINGHAM,49,,"SORGHUM - SALES, MEASURED IN $","98,000"
ILLINOIS,17,FAYETTE,51,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,FAYETTE,51,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,LAWRENCE,101,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,LAWRENCE,101,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MARION,121,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,MARION,121,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,RICHLAND,159,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,RICHLAND,159,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MCHENRY,111,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,MCHENRY,111,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,HENRY,73,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,HENRY,73,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,JO DAVIESS,85,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,JO DAVIESS,85,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MERCER,131,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,MERCER,131,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,EDWARDS,47,,SORGHUM - OPERATIONS WITH SALES,3
ILLINOIS,17,EDWARDS,47,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,FRANKLIN,55,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,FRANKLIN,55,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,GALLATIN,59,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,GALLATIN,59,,"SORGHUM - SALES, MEASURED IN $","224,000"
ILLINOIS,17,HAMILTON,65,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,HAMILTON,65,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,HARDIN,69,,SORGHUM - OPERATIONS WITH SALES,3
ILLINOIS,17,HARDIN,69,,"SORGHUM - SALES, MEASURED IN $","353,000"
ILLINOIS,17,JEFFERSON,81,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,JEFFERSON,81,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,SALINE,165,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,SALINE,165,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,WAYNE,191,,SORGHUM - OPERATIONS WITH SALES,12
ILLINOIS,17,WAYNE,191,,"SORGHUM - SALES, MEASURED IN $","487,000"
ILLINOIS,17,WHITE,193,,SORGHUM - OPERATIONS WITH SALES,8
ILLINOIS,17,WHITE,193,,"SORGHUM - SALES, MEASURED IN $","1,042,000"
ILLINOIS,17,ALEXANDER,3,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,ALEXANDER,3,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,CLINTON,27,,SORGHUM - OPERATIONS WITH SALES,3
ILLINOIS,17,CLINTON,27,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,JACKSON,77,,SORGHUM - OPERATIONS WITH SALES,13
ILLINOIS,17,JACKSON,77,,"SORGHUM - SALES, MEASURED IN $","928,000"
ILLINOIS,17,JOHNSON,87,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,JOHNSON,87,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MONROE,133,,SORGHUM - OPERATIONS WITH SALES,10
ILLINOIS,17,MONROE,133,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,PERRY,145,,SORGHUM - OPERATIONS WITH SALES,8
ILLINOIS,17,PERRY,145,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,RANDOLPH,157,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,RANDOLPH,157,,"SORGHUM - SALES, MEASURED IN $","67,000"
ILLINOIS,17,ST CLAIR,163,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,ST CLAIR,163,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,UNION,181,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,UNION,181,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,WASHINGTON,189,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,WASHINGTON,189,,"SORGHUM - SALES, MEASURED IN $","181,000"
ILLINOIS,17,WILLIAMSON,199,,SORGHUM - OPERATIONS WITH SALES,6
ILLINOIS,17,WILLIAMSON,199,,"SORGHUM - SALES, MEASURED IN $","120,000"
ILLINOIS,17,ADAMS,1,,SORGHUM - OPERATIONS WITH SALES,5
ILLINOIS,17,ADAMS,1,,"SORGHUM - SALES, MEASURED IN $","28,000"
ILLINOIS,17,BROWN,9,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,BROWN,9,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,HENDERSON,71,,SORGHUM - OPERATIONS WITH SALES,4
ILLINOIS,17,HENDERSON,71,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,BOND,5,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,BOND,5,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,CALHOUN,13,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,CALHOUN,13,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,GREENE,61,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,GREENE,61,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,JERSEY,83,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,JERSEY,83,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MACOUPIN,117,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,MACOUPIN,117,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,MORGAN,137,,SORGHUM - OPERATIONS WITH SALES,1
ILLINOIS,17,MORGAN,137,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,PIKE,149,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,PIKE,149,,"SORGHUM - SALES, MEASURED IN $",0
ILLINOIS,17,SANGAMON,167,,SORGHUM - OPERATIONS WITH SALES,2
ILLINOIS,17,SANGAMON,167,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,DECATUR,31,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,DECATUR,31,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,HAMILTON,57,,SORGHUM - OPERATIONS WITH SALES,2
INDIANA,18,HAMILTON,57,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,HENDRICKS,63,,SORGHUM - OPERATIONS WITH SALES,4
INDIANA,18,HENDRICKS,63,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,JOHNSON,81,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,JOHNSON,81,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,RUSH,139,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,RUSH,139,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,HENRY,65,,SORGHUM - OPERATIONS WITH SALES,5
INDIANA,18,HENRY,65,,"SORGHUM - SALES, MEASURED IN $","38,000"
INDIANA,18,ELKHART,39,,SORGHUM - OPERATIONS WITH SALES,10
INDIANA,18,ELKHART,39,,"SORGHUM - SALES, MEASURED IN $","42,000"
INDIANA,18,FULTON,49,,SORGHUM - OPERATIONS WITH SALES,3
INDIANA,18,FULTON,49,,"SORGHUM - SALES, MEASURED IN $","28,000"
INDIANA,18,ST. JOSEPH,141,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,ST. JOSEPH,141,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,ADAMS,1,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,ADAMS,1,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,NOBLE,113,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,NOBLE,113,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,WELLS,179,,SORGHUM - OPERATIONS WITH SALES,2
INDIANA,18,WELLS,179,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,JASPER,73,,SORGHUM - OPERATIONS WITH SALES,2
INDIANA,18,JASPER,73,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,JACKSON,71,,SORGHUM - OPERATIONS WITH SALES,3
INDIANA,18,JACKSON,71,,"SORGHUM - SALES, MEASURED IN $","24,000"
INDIANA,18,PERRY,123,,SORGHUM - OPERATIONS WITH SALES,2
INDIANA,18,PERRY,123,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,DAVIESS,27,,SORGHUM - OPERATIONS WITH SALES,3
INDIANA,18,DAVIESS,27,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,GIBSON,51,,SORGHUM - OPERATIONS WITH SALES,5
INDIANA,18,GIBSON,51,,"SORGHUM - SALES, MEASURED IN $","209,000"
INDIANA,18,GREENE,55,,SORGHUM - OPERATIONS WITH SALES,2
INDIANA,18,GREENE,55,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,KNOX,83,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,KNOX,83,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,PIKE,125,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,PIKE,125,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,POSEY,129,,SORGHUM - OPERATIONS WITH SALES,3
INDIANA,18,POSEY,129,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,WARRICK,173,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,WARRICK,173,,"SORGHUM - SALES, MEASURED IN $",0
INDIANA,18,TIPPECANOE,157,,SORGHUM - OPERATIONS WITH SALES,1
INDIANA,18,TIPPECANOE,157,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,BOONE,15,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,BOONE,15,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,POWESHIEK,157,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,POWESHIEK,157,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,STORY,169,,SORGHUM - OPERATIONS WITH SALES,2
IOWA,19,STORY,169,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,IOWA,95,,SORGHUM - OPERATIONS WITH SALES,2
IOWA,19,IOWA,95,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,SCOTT,163,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,SCOTT,163,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,FLOYD,67,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,FLOYD,67,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,KOSSUTH,109,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,KOSSUTH,109,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,MITCHELL,131,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,MITCHELL,131,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,BREMER,17,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,BREMER,17,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,WINNESHIEK,191,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,WINNESHIEK,191,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,CHEROKEE,35,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,CHEROKEE,35,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,CLAY,41,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,CLAY,41,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,LYON,119,,SORGHUM - OPERATIONS WITH SALES,2
IOWA,19,LYON,119,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,CLARKE,39,,SORGHUM - OPERATIONS WITH SALES,2
IOWA,19,CLARKE,39,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,MARION,125,,SORGHUM - OPERATIONS WITH SALES,3
IOWA,19,MARION,125,,"SORGHUM - SALES, MEASURED IN $","19,000"
IOWA,19,DAVIS,51,,SORGHUM - OPERATIONS WITH SALES,3
IOWA,19,DAVIS,51,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,DES MOINES,57,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,DES MOINES,57,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,HENRY,87,,SORGHUM - OPERATIONS WITH SALES,6
IOWA,19,HENRY,87,,"SORGHUM - SALES, MEASURED IN $","45,000"
IOWA,19,JEFFERSON,101,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,JEFFERSON,101,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,MAHASKA,123,,SORGHUM - OPERATIONS WITH SALES,2
IOWA,19,MAHASKA,123,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,WASHINGTON,183,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,WASHINGTON,183,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,ADAIR,1,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,ADAIR,1,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,MILLS,129,,SORGHUM - OPERATIONS WITH SALES,1
IOWA,19,MILLS,129,,"SORGHUM - SALES, MEASURED IN $",0
IOWA,19,SAC,161,,SORGHUM - OPERATIONS WITH SALES,2
IOWA,19,SAC,161,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,BARTON,9,,SORGHUM - OPERATIONS WITH SALES,213
KANSAS,20,BARTON,9,,"SORGHUM - SALES, MEASURED IN $","15,107,000"
KANSAS,20,DICKINSON,41,,SORGHUM - OPERATIONS WITH SALES,168
KANSAS,20,DICKINSON,41,,"SORGHUM - SALES, MEASURED IN $","8,189,000"
KANSAS,20,ELLIS,51,,SORGHUM - OPERATIONS WITH SALES,198
KANSAS,20,ELLIS,51,,"SORGHUM - SALES, MEASURED IN $","17,154,000"
KANSAS,20,ELLSWORTH,53,,SORGHUM - OPERATIONS WITH SALES,114
KANSAS,20,ELLSWORTH,53,,"SORGHUM - SALES, MEASURED IN $","6,559,000"
KANSAS,20,LINCOLN,105,,SORGHUM - OPERATIONS WITH SALES,134
KANSAS,20,LINCOLN,105,,"SORGHUM - SALES, MEASURED IN $","8,342,000"
KANSAS,20,MARION,115,,SORGHUM - OPERATIONS WITH SALES,68
KANSAS,20,MARION,115,,"SORGHUM - SALES, MEASURED IN $","2,580,000"
KANSAS,20,MCPHERSON,113,,SORGHUM - OPERATIONS WITH SALES,160
KANSAS,20,MCPHERSON,113,,"SORGHUM - SALES, MEASURED IN $","5,666,000"
KANSAS,20,RICE,159,,SORGHUM - OPERATIONS WITH SALES,148
KANSAS,20,RICE,159,,"SORGHUM - SALES, MEASURED IN $","14,485,000"
KANSAS,20,RUSH,165,,SORGHUM - OPERATIONS WITH SALES,159
KANSAS,20,RUSH,165,,"SORGHUM - SALES, MEASURED IN $","15,373,000"
KANSAS,20,RUSSELL,167,,SORGHUM - OPERATIONS WITH SALES,131
KANSAS,20,RUSSELL,167,,"SORGHUM - SALES, MEASURED IN $","14,070,000"
KANSAS,20,SALINE,169,,SORGHUM - OPERATIONS WITH SALES,101
KANSAS,20,SALINE,169,,"SORGHUM - SALES, MEASURED IN $","4,966,000"
KANSAS,20,ANDERSON,3,,SORGHUM - OPERATIONS WITH SALES,11
KANSAS,20,ANDERSON,3,,"SORGHUM - SALES, MEASURED IN $","926,000"
KANSAS,20,CHASE,17,,SORGHUM - OPERATIONS WITH SALES,9
KANSAS,20,CHASE,17,,"SORGHUM - SALES, MEASURED IN $","255,000"
KANSAS,20,COFFEY,31,,SORGHUM - OPERATIONS WITH SALES,8
KANSAS,20,COFFEY,31,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,DOUGLAS,45,,SORGHUM - OPERATIONS WITH SALES,7
KANSAS,20,DOUGLAS,45,,"SORGHUM - SALES, MEASURED IN $","161,000"
KANSAS,20,FRANKLIN,59,,SORGHUM - OPERATIONS WITH SALES,13
KANSAS,20,FRANKLIN,59,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,GEARY,61,,SORGHUM - OPERATIONS WITH SALES,17
KANSAS,20,GEARY,61,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,JOHNSON,91,,SORGHUM - OPERATIONS WITH SALES,2
KANSAS,20,JOHNSON,91,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,LINN,107,,SORGHUM - OPERATIONS WITH SALES,8
KANSAS,20,LINN,107,,"SORGHUM - SALES, MEASURED IN $","172,000"
KANSAS,20,LYON,111,,SORGHUM - OPERATIONS WITH SALES,18
KANSAS,20,LYON,111,,"SORGHUM - SALES, MEASURED IN $","366,000"
KANSAS,20,MIAMI,121,,SORGHUM - OPERATIONS WITH SALES,2
KANSAS,20,MIAMI,121,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,MORRIS,127,,SORGHUM - OPERATIONS WITH SALES,36
KANSAS,20,MORRIS,127,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,OSAGE,139,,SORGHUM - OPERATIONS WITH SALES,19
KANSAS,20,OSAGE,139,,"SORGHUM - SALES, MEASURED IN $","650,000"
KANSAS,20,SHAWNEE,177,,SORGHUM - OPERATIONS WITH SALES,14
KANSAS,20,SHAWNEE,177,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,WABAUNSEE,197,,SORGHUM - OPERATIONS WITH SALES,16
KANSAS,20,WABAUNSEE,197,,"SORGHUM - SALES, MEASURED IN $","131,000"
KANSAS,20,CLAY,27,,SORGHUM - OPERATIONS WITH SALES,101
KANSAS,20,CLAY,27,,"SORGHUM - SALES, MEASURED IN $","5,356,000"
KANSAS,20,CLOUD,29,,SORGHUM - OPERATIONS WITH SALES,92
KANSAS,20,CLOUD,29,,"SORGHUM - SALES, MEASURED IN $","5,309,000"
KANSAS,20,JEWELL,89,,SORGHUM - OPERATIONS WITH SALES,134
KANSAS,20,JEWELL,89,,"SORGHUM - SALES, MEASURED IN $","10,886,000"
KANSAS,20,MITCHELL,123,,SORGHUM - OPERATIONS WITH SALES,179
KANSAS,20,MITCHELL,123,,"SORGHUM - SALES, MEASURED IN $","14,850,000"
KANSAS,20,OSBORNE,141,,SORGHUM - OPERATIONS WITH SALES,145
KANSAS,20,OSBORNE,141,,"SORGHUM - SALES, MEASURED IN $","13,168,000"
KANSAS,20,OTTAWA,143,,SORGHUM - OPERATIONS WITH SALES,108
KANSAS,20,OTTAWA,143,,"SORGHUM - SALES, MEASURED IN $","6,752,000"
KANSAS,20,PHILLIPS,147,,SORGHUM - OPERATIONS WITH SALES,140
KANSAS,20,PHILLIPS,147,,"SORGHUM - SALES, MEASURED IN $","9,521,000"
KANSAS,20,REPUBLIC,157,,SORGHUM - OPERATIONS WITH SALES,64
KANSAS,20,REPUBLIC,157,,"SORGHUM - SALES, MEASURED IN $","2,829,000"
KANSAS,20,ROOKS,163,,SORGHUM - OPERATIONS WITH SALES,180
KANSAS,20,ROOKS,163,,"SORGHUM - SALES, MEASURED IN $","19,353,000"
KANSAS,20,SMITH,183,,SORGHUM - OPERATIONS WITH SALES,165
KANSAS,20,SMITH,183,,"SORGHUM - SALES, MEASURED IN $","17,138,000"
KANSAS,20,WASHINGTON,201,,SORGHUM - OPERATIONS WITH SALES,117
KANSAS,20,WASHINGTON,201,,"SORGHUM - SALES, MEASURED IN $","6,334,000"
KANSAS,20,ATCHISON,5,,SORGHUM - OPERATIONS WITH SALES,2
KANSAS,20,ATCHISON,5,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,JACKSON,85,,SORGHUM - OPERATIONS WITH SALES,11
KANSAS,20,JACKSON,85,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,JEFFERSON,87,,SORGHUM - OPERATIONS WITH SALES,19
KANSAS,20,JEFFERSON,87,,"SORGHUM - SALES, MEASURED IN $","312,000"
KANSAS,20,LEAVENWORTH,103,,SORGHUM - OPERATIONS WITH SALES,2
KANSAS,20,LEAVENWORTH,103,,"SORGHUM - SALES, MEASURED IN $",0
KANSAS,20,MARSHALL,117,,SORGHUM - OPERATIONS WITH SALES,43
KANSAS,20,MARSHALL,117,,"SORGHUM - SALES, MEASURED IN $","1,826,000"
KANSAS,20,NEMAHA,131,,SORGHUM - OPERATIONS WITH SALES,15
KANSAS,20,NEMAHA,131,,"SORGHUM - SALES, MEASURED IN $","403,000"
KANSAS,20,POTTAWATOMIE,149,,SORGHUM - OPERATIONS WITH SALES,23
KANSAS,20,POTTAWATOMIE,149,,"SORGHUM - SALES, MEASURED IN $","528,000"
KANSAS,20,RILEY,161,,SORGHUM - OPERATIONS WITH SALES,55
KANSAS,20,RILEY,161,,"SORGHUM - SALES, MEASURED IN $","1,745,000"
KANSAS,20,CHEYENNE,23,,SORGHUM - OPERATIONS WITH SALES,71
KANSAS,20,CHEYENNE,23,,"SORGHUM - SALES, MEASURED IN $","10,269,000"
KANSAS,20,DECATUR,39,,SORGHUM - OPERATIONS WITH SALES,40
KANSAS,20,DECATUR,39,,"SORGHUM - SALES, MEASURED IN $","3,296,000"
KANSAS,20,GRAHAM,65,,SORGHUM - OPERATIONS WITH SALES,118
KANSAS,20,GRAHAM,65,,"SORGHUM - SALES, MEASURED IN $","11,391,000"
KANSAS,20,NORTON,137,,SORGHUM - OPERATIONS WITH SALES,58
KANSAS,20,NORTON,137,,"SORGHUM - SALES, MEASURED IN $","4,654,000"
KANSAS,20,RAWLINS,153,,SORGHUM - OPERATIONS WITH SALES,81
KANSAS,20,RAWLINS,153,,"SORGHUM - SALES, MEASURED IN $","9,259,000"
KANSAS,20,SHERIDAN,179,,SORGHUM - OPERATIONS WITH SALES,73
KANSAS,20,SHERIDAN,179,,"SORGHUM - SALES, MEASURED IN $","5,170,000"
KANSAS,20,SHERMAN,181,,SORGHUM - OPERATIONS WITH SALES,72
KANSAS,20,SHERMAN,181,,"SORGHUM - SALES, MEASURED IN $","8,753,000"
KANSAS,20,THOMAS,193,,SORGHUM - OPERATIONS WITH SALES,97
KANSAS,20,THOMAS,193,,"SORGHUM - SALES, MEASURED IN $","10,431,000"
KANSAS,20,BARBER,7,,SORGHUM - OPERATIONS WITH SALES,27
