State,State ANSI,County,County ANSI,,Data Item,Value
NEBRASKA,31,BOX BUTTE,13,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,BOX BUTTE,13,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,CHEYENNE,33,,MEASURED IN LB,"2,740,152"
NEBRASKA,31,CHEYENNE,33,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,740,152"
NEBRASKA,31,DAWES,45,,MEASURED IN LB,"2,275,110"
NEBRASKA,31,DAWES,45,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,275,110"
NEBRASKA,31,DEUEL,49,,MEASURED IN LB,"6,607,710"
NEBRASKA,31,DEUEL,49,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","5,748,960"
NEBRASKA,31,DEUEL,49,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","858,750"
NEBRASKA,31,GARDEN,69,,MEASURED IN LB,0
NEBRASKA,31,GARDEN,69,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,KIMBALL,105,,MEASURED IN LB,"7,816,878"
NEBRASKA,31,KIMBALL,105,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,843,285"
NEBRASKA,31,KIMBALL,105,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,973,593"
NEBRASKA,31,MORRILL,123,,MEASURED IN LB,"1,515,500"
NEBRASKA,31,MORRILL,123,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,MORRILL,123,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,SCOTTS BLUFF,157,,MEASURED IN LB,0
NEBRASKA,31,SCOTTS BLUFF,157,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,SHERIDAN,161,,MEASURED IN LB,"9,789,045"
NEBRASKA,31,SHERIDAN,161,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","380,800"
NEBRASKA,31,SHERIDAN,161,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","9,408,245"
NEBRASKA,31,HARLAN,83,,MEASURED IN LB,"359,322"
NEBRASKA,31,HARLAN,83,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","359,322"
NEBRASKA,31,CHASE,29,,MEASURED IN LB,0
NEBRASKA,31,CHASE,29,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,DUNDY,57,,MEASURED IN LB,0
NEBRASKA,31,DUNDY,57,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,HAYES,85,,MEASURED IN LB,0
NEBRASKA,31,HAYES,85,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEBRASKA,31,PERKINS,135,,MEASURED IN LB,"7,005,752"
NEBRASKA,31,PERKINS,135,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","5,242,152"
NEBRASKA,31,PERKINS,135,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,763,600"
NEW HAMPSHIRE,33,STRAFFORD,17,,MEASURED IN LB,0
NEW HAMPSHIRE,33,STRAFFORD,17,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,BURLINGTON,5,,MEASURED IN LB,0
NEW JERSEY,34,BURLINGTON,5,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,MIDDLESEX,23,,MEASURED IN LB,0
NEW JERSEY,34,MIDDLESEX,23,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,HUNTERDON,19,,MEASURED IN LB,0
NEW JERSEY,34,HUNTERDON,19,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,SOMERSET,35,,MEASURED IN LB,0
NEW JERSEY,34,SOMERSET,35,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,SUSSEX,37,,MEASURED IN LB,0
NEW JERSEY,34,SUSSEX,37,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,SUSSEX,37,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,WARREN,41,,MEASURED IN LB,0
NEW JERSEY,34,WARREN,41,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,ATLANTIC,1,,MEASURED IN LB,0
NEW JERSEY,34,ATLANTIC,1,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW JERSEY,34,GLOUCESTER,15,,MEASURED IN LB,0
NEW JERSEY,34,GLOUCESTER,15,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW MEXICO,35,CURRY,9,,MEASURED IN LB,0
NEW MEXICO,35,CURRY,9,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,CAYUGA,11,,MEASURED IN LB,0
NEW YORK,36,CAYUGA,11,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,HERKIMER,43,,MEASURED IN LB,0
NEW YORK,36,HERKIMER,43,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,ONONDAGA,67,,MEASURED IN LB,"2,000"
NEW YORK,36,ONONDAGA,67,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,000"
NEW YORK,36,OTSEGO,77,,MEASURED IN LB,0
NEW YORK,36,OTSEGO,77,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,WASHINGTON,115,,MEASURED IN LB,"12,000"
NEW YORK,36,WASHINGTON,115,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","12,000"
NEW YORK,36,SUFFOLK,103,,MEASURED IN LB,0
NEW YORK,36,SUFFOLK,103,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,CLINTON,19,,MEASURED IN LB,0
NEW YORK,36,CLINTON,19,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,ESSEX,31,,MEASURED IN LB,"6,400"
NEW YORK,36,ESSEX,31,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","6,400"
NEW YORK,36,WARREN,113,,MEASURED IN LB,0
NEW YORK,36,WARREN,113,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,DELAWARE,25,,MEASURED IN LB,0
NEW YORK,36,DELAWARE,25,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,ULSTER,111,,MEASURED IN LB,0
NEW YORK,36,ULSTER,111,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,CHEMUNG,15,,MEASURED IN LB,0
NEW YORK,36,CHEMUNG,15,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,CHEMUNG,15,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,CATTARAUGUS,9,,MEASURED IN LB,0
NEW YORK,36,CATTARAUGUS,9,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,STEUBEN,101,,MEASURED IN LB,"57,750"
NEW YORK,36,STEUBEN,101,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,STEUBEN,101,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,ERIE,29,,MEASURED IN LB,0
NEW YORK,36,ERIE,29,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,MONROE,55,,MEASURED IN LB,0
NEW YORK,36,MONROE,55,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,ONTARIO,69,,MEASURED IN LB,0
NEW YORK,36,ONTARIO,69,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,WAYNE,117,,MEASURED IN LB,0
NEW YORK,36,WAYNE,117,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,WAYNE,117,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,WYOMING,121,,MEASURED IN LB,0
NEW YORK,36,WYOMING,121,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NEW YORK,36,YATES,123,,MEASURED IN LB,0
NEW YORK,36,YATES,123,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,CHATHAM,37,,MEASURED IN LB,0
NORTH CAROLINA,37,CHATHAM,37,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,LEE,105,,MEASURED IN LB,0
NORTH CAROLINA,37,LEE,105,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,ROWAN,159,,MEASURED IN LB,0
NORTH CAROLINA,37,ROWAN,159,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,WAKE,183,,MEASURED IN LB,0
NORTH CAROLINA,37,WAKE,183,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,BERTIE,15,,MEASURED IN LB,0
NORTH CAROLINA,37,BERTIE,15,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,BLADEN,17,,MEASURED IN LB,0
NORTH CAROLINA,37,BLADEN,17,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,COLUMBUS,47,,MEASURED IN LB,0
NORTH CAROLINA,37,COLUMBUS,47,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,HARNETT,85,,MEASURED IN LB,0
NORTH CAROLINA,37,HARNETT,85,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,CABARRUS,25,,MEASURED IN LB,0
NORTH CAROLINA,37,CABARRUS,25,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,GASTON,71,,MEASURED IN LB,0
NORTH CAROLINA,37,GASTON,71,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,STANLY,167,,MEASURED IN LB,0
NORTH CAROLINA,37,STANLY,167,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH CAROLINA,37,BURKE,23,,MEASURED IN LB,600
NORTH CAROLINA,37,BURKE,23,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",600
NORTH DAKOTA,38,EDDY,27,,MEASURED IN LB,"5,053,096"
NORTH DAKOTA,38,EDDY,27,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,053,096"
NORTH DAKOTA,38,FOSTER,31,,MEASURED IN LB,"3,186,669"
NORTH DAKOTA,38,FOSTER,31,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","3,186,669"
NORTH DAKOTA,38,KIDDER,43,,MEASURED IN LB,"1,820,000"
NORTH DAKOTA,38,KIDDER,43,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,820,000"
NORTH DAKOTA,38,SHERIDAN,83,,MEASURED IN LB,"9,243,700"
NORTH DAKOTA,38,SHERIDAN,83,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,SHERIDAN,83,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,STUTSMAN,93,,MEASURED IN LB,"5,655,755"
NORTH DAKOTA,38,STUTSMAN,93,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,STUTSMAN,93,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,WELLS,103,,MEASURED IN LB,"13,598,192"
NORTH DAKOTA,38,WELLS,103,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,WELLS,103,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,BARNES,3,,MEASURED IN LB,0
NORTH DAKOTA,38,BARNES,3,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,CASS,17,,MEASURED IN LB,"17,388,432"
NORTH DAKOTA,38,CASS,17,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","3,495,209"
NORTH DAKOTA,38,CASS,17,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","13,893,223"
NORTH DAKOTA,38,GRIGGS,39,,MEASURED IN LB,"2,123,058"
NORTH DAKOTA,38,GRIGGS,39,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,123,058"
NORTH DAKOTA,38,STEELE,91,,MEASURED IN LB,"2,809,331"
NORTH DAKOTA,38,STEELE,91,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","394,300"
NORTH DAKOTA,38,STEELE,91,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,415,031"
NORTH DAKOTA,38,TRAILL,97,,MEASURED IN LB,"4,116,000"
NORTH DAKOTA,38,TRAILL,97,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","4,116,000"
NORTH DAKOTA,38,BENSON,5,,MEASURED IN LB,"4,934,000"
NORTH DAKOTA,38,BENSON,5,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,BENSON,5,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,BOTTINEAU,9,,MEASURED IN LB,"4,855,989"
NORTH DAKOTA,38,BOTTINEAU,9,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","4,855,989"
NORTH DAKOTA,38,MCHENRY,49,,MEASURED IN LB,"2,530,960"
NORTH DAKOTA,38,MCHENRY,49,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MCHENRY,49,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,PIERCE,69,,MEASURED IN LB,"580,900"
NORTH DAKOTA,38,PIERCE,69,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,PIERCE,69,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,ROLETTE,79,,MEASURED IN LB,"2,686,750"
NORTH DAKOTA,38,ROLETTE,79,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,686,750"
NORTH DAKOTA,38,CAVALIER,19,,MEASURED IN LB,"6,614,193"
NORTH DAKOTA,38,CAVALIER,19,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,493,560"
NORTH DAKOTA,38,CAVALIER,19,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,120,633"
NORTH DAKOTA,38,GRAND FORKS,35,,MEASURED IN LB,"7,786,190"
NORTH DAKOTA,38,GRAND FORKS,35,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","7,786,190"
NORTH DAKOTA,38,NELSON,63,,MEASURED IN LB,"1,398,641"
NORTH DAKOTA,38,NELSON,63,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,398,641"
NORTH DAKOTA,38,PEMBINA,67,,MEASURED IN LB,"1,550,379"
NORTH DAKOTA,38,PEMBINA,67,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,550,379"
NORTH DAKOTA,38,RAMSEY,71,,MEASURED IN LB,"2,423,018"
NORTH DAKOTA,38,RAMSEY,71,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","2,423,018"
NORTH DAKOTA,38,TOWNER,95,,MEASURED IN LB,"8,538,879"
NORTH DAKOTA,38,TOWNER,95,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,TOWNER,95,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,WALSH,99,,MEASURED IN LB,"10,664,344"
NORTH DAKOTA,38,WALSH,99,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,WALSH,99,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,BURKE,13,,MEASURED IN LB,"9,870,967"
NORTH DAKOTA,38,BURKE,13,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","9,870,967"
NORTH DAKOTA,38,DIVIDE,23,,MEASURED IN LB,"5,754,814"
NORTH DAKOTA,38,DIVIDE,23,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","5,754,814"
NORTH DAKOTA,38,MOUNTRAIL,61,,MEASURED IN LB,"21,930,162"
NORTH DAKOTA,38,MOUNTRAIL,61,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","8,084,070"
NORTH DAKOTA,38,MOUNTRAIL,61,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","13,846,092"
NORTH DAKOTA,38,RENVILLE,75,,MEASURED IN LB,"16,362,402"
NORTH DAKOTA,38,RENVILLE,75,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,RENVILLE,75,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,WARD,101,,MEASURED IN LB,"26,640,454"
NORTH DAKOTA,38,WARD,101,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","2,325,728"
NORTH DAKOTA,38,WARD,101,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","24,314,726"
NORTH DAKOTA,38,WILLIAMS,105,,MEASURED IN LB,"12,785,724"
NORTH DAKOTA,38,WILLIAMS,105,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","12,785,724"
NORTH DAKOTA,38,BURLEIGH,15,,MEASURED IN LB,"27,773,922"
NORTH DAKOTA,38,BURLEIGH,15,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","5,450,000"
NORTH DAKOTA,38,BURLEIGH,15,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","22,323,922"
NORTH DAKOTA,38,EMMONS,29,,MEASURED IN LB,"107,743,215"
NORTH DAKOTA,38,EMMONS,29,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","7,862,883"
NORTH DAKOTA,38,EMMONS,29,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","99,880,332"
NORTH DAKOTA,38,GRANT,37,,MEASURED IN LB,"46,662,397"
NORTH DAKOTA,38,GRANT,37,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","46,662,397"
NORTH DAKOTA,38,MORTON,59,,MEASURED IN LB,"44,036,225"
NORTH DAKOTA,38,MORTON,59,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","3,333,626"
NORTH DAKOTA,38,MORTON,59,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","40,702,599"
NORTH DAKOTA,38,SIOUX,85,,MEASURED IN LB,"43,008,891"
NORTH DAKOTA,38,SIOUX,85,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","7,365,287"
NORTH DAKOTA,38,SIOUX,85,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","35,643,604"
NORTH DAKOTA,38,DICKEY,21,,MEASURED IN LB,"4,230,600"
NORTH DAKOTA,38,DICKEY,21,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","3,090,600"
NORTH DAKOTA,38,DICKEY,21,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,140,000"
NORTH DAKOTA,38,LA MOURE,45,,MEASURED IN LB,"1,802,197"
NORTH DAKOTA,38,LA MOURE,45,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","1,802,197"
NORTH DAKOTA,38,LOGAN,47,,MEASURED IN LB,"4,488,856"
NORTH DAKOTA,38,LOGAN,47,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,LOGAN,47,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MCINTOSH,51,,MEASURED IN LB,"19,153,655"
NORTH DAKOTA,38,MCINTOSH,51,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","3,625,981"
NORTH DAKOTA,38,MCINTOSH,51,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","15,527,674"
NORTH DAKOTA,38,RANSOM,73,,MEASURED IN LB,0
NORTH DAKOTA,38,RANSOM,73,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,RICHLAND,77,,MEASURED IN LB,"6,297,014"
NORTH DAKOTA,38,RICHLAND,77,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","2,605,776"
NORTH DAKOTA,38,RICHLAND,77,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","3,691,238"
NORTH DAKOTA,38,SARGENT,81,,MEASURED IN LB,"2,448,538"
NORTH DAKOTA,38,SARGENT,81,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,SARGENT,81,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,ADAMS,1,,MEASURED IN LB,"24,155,344"
NORTH DAKOTA,38,ADAMS,1,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","24,155,344"
NORTH DAKOTA,38,BILLINGS,7,,MEASURED IN LB,"4,468,320"
NORTH DAKOTA,38,BILLINGS,7,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,BILLINGS,7,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,BOWMAN,11,,MEASURED IN LB,"7,856,520"
NORTH DAKOTA,38,BOWMAN,11,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","7,856,520"
NORTH DAKOTA,38,GOLDEN VALLEY,33,,MEASURED IN LB,"2,953,340"
NORTH DAKOTA,38,GOLDEN VALLEY,33,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,GOLDEN VALLEY,33,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,HETTINGER,41,,MEASURED IN LB,"24,278,545"
NORTH DAKOTA,38,HETTINGER,41,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","24,278,545"
NORTH DAKOTA,38,SLOPE,87,,MEASURED IN LB,"6,200,133"
NORTH DAKOTA,38,SLOPE,87,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","6,200,133"
NORTH DAKOTA,38,STARK,89,,MEASURED IN LB,"31,388,985"
NORTH DAKOTA,38,STARK,89,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","1,920,240"
NORTH DAKOTA,38,STARK,89,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","29,468,745"
NORTH DAKOTA,38,DUNN,25,,MEASURED IN LB,"9,689,304"
NORTH DAKOTA,38,DUNN,25,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,DUNN,25,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MCKENZIE,53,,MEASURED IN LB,0
NORTH DAKOTA,38,MCKENZIE,53,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MCLEAN,55,,MEASURED IN LB,"6,086,554"
NORTH DAKOTA,38,MCLEAN,55,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MCLEAN,55,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MERCER,57,,MEASURED IN LB,"19,295,997"
NORTH DAKOTA,38,MERCER,57,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,MERCER,57,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
NORTH DAKOTA,38,OLIVER,65,,MEASURED IN LB,"7,432,049"
NORTH DAKOTA,38,OLIVER,65,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB","7,432,049"
OHIO,39,DELAWARE,41,,MEASURED IN LB,"7,140"
OHIO,39,DELAWARE,41,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,DELAWARE,41,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,BELMONT,13,,MEASURED IN LB,0
OHIO,39,BELMONT,13,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,SANDUSKY,143,,MEASURED IN LB,0
OHIO,39,SANDUSKY,143,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,PORTAGE,133,,MEASURED IN LB,0
OHIO,39,PORTAGE,133,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,HOCKING,73,,MEASURED IN LB,0
OHIO,39,HOCKING,73,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,CLINTON,27,,MEASURED IN LB,0
OHIO,39,CLINTON,27,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,DARKE,37,,MEASURED IN LB,0
OHIO,39,DARKE,37,,"SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,DARKE,37,,"SUNFLOWER, OIL TYPE - PRODUCTION, MEASURED IN LB",0
OHIO,39,MERCER,107,,MEASURED IN LB,0
