,Passengers,Distance (miles),Carrier Code,Airline,Origin Airport,Origin City Name,Origin Latitude (Deg.),Origin Longitude (Deg.),Destination Airport,Destination City Name,Destination Latitude (Deg.),Destination Longitude (Deg.),Month,Estimated Aircraft Capacity,SFC (L/100km per Pax),No of Flights Per Month,Climb-Descent Penalty (mi),Fuel Consumed Per Flight (Liters),Total Fuel Per Route (Gal),Fuel Cost Per Gal,Fuel Cost,Origin January,Origin February,Origin March,Origin April,Origin May,Origin June,Origin July,Origin August,Origin September,Origin October,Origin November,Origin December,Destination January,Destination February,Destination March,Destination April,Destination May,Destination June,Destination July,Destination August,Destination September,Destination October,Destination November,Destination December
1129,28225,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,3,189,2.38,150,0,6428.1637,254721.1291,3.073563462,782901.5555,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1130,28007,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,3,189,2.38,149,0,6428.1637,253022.9883,3.073563462,777682.2118,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1131,28078,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,8,189,2.38,149,0,6428.1637,253022.9883,3.181130314,804899.0981,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1132,28119,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,8,189,2.38,149,0,6428.1637,253022.9883,3.181130314,804899.0981,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1133,27407,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,7,189,2.38,146,0,6428.1637,247928.5657,3.279008751,812959.9365,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1134,27318,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,9,189,2.38,145,0,6428.1637,246230.4248,3.195526481,786835.843,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1135,26968,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,6,189,2.38,143,0,6428.1637,242834.1431,3.250093981,789233.7869,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1136,26837,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,6,189,2.38,142,0,6428.1637,241136.0022,3.250093981,783714.6695,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1137,25849,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,4,189,2.38,137,0,6428.1637,232645.2979,3.267300941,760122.2009,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1138,25192,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,4,189,2.38,134,0,6428.1637,227550.8754,3.267300941,743477.1892,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1139,24667,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,1,189,2.38,131,0,6428.1637,222456.4528,2.896251081,644289.7418,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1140,23674,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,1,189,2.38,126,0,6428.1637,213965.7485,2.896251081,619698.5303,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1141,23796,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,2,189,2.38,126,0,6428.1637,213965.7485,2.950891428,631389.693,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1142,23385,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,2,189,2.38,124,0,6428.1637,210569.4667,2.950891428,621367.6344,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1143,185,331,AA,American Airlines,DCA,"Washington, D.C.",38.91838806,-77.03912065,CLT,"Charlotte, North Carolina",35.2269,-80.8433,5,88,3.97,3,0,5842.923924,4630.610696,3.374379942,15625.43985,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1144,185,331,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,DCA,"Washington, D.C.",38.91838806,-77.03912065,5,88,3.97,3,0,5842.923924,4630.610696,3.374379942,15625.43985,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,33.7,35.2,44.1,53.8,63.6,71.8,76.2,74.3,67.9,56.7,45.7,36.3
1145,22010,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,10,189,2.38,117,0,6451.914196,199416.564,3.101298216,618450.2342,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1146,21510,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,10,189,2.38,114,0,6451.914196,194303.3188,3.101298216,602592.5359,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1147,20050,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,9,189,2.38,107,0,6451.914196,182372.4132,3.195526481,582775.8759,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1148,19977,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,9,189,2.38,106,0,6451.914196,180667.9982,3.195526481,577329.3724,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1149,19723,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,4,189,2.38,105,0,6451.914196,178963.5831,3.267300941,584727.8834,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1150,19553,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,11,189,2.38,104,0,6451.914196,177259.168,2.937909935,520771.4707,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1151,19287,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,11,189,2.38,103,0,6451.914196,175554.7529,2.937909935,515764.0527,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1152,18185,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,1,189,2.38,97,0,6451.914196,165328.2625,2.896251081,478832.1589,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1153,17739,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,1,189,2.38,94,0,6451.914196,160215.0172,2.896251081,464022.9168,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1154,17287,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,4,189,2.38,92,0,6451.914196,156806.1871,3.267300941,512333.0026,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1155,16985,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,6,189,2.38,90,0,6451.914196,153397.3569,3.250093981,498555.8264,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1156,16372,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,8,189,2.38,87,0,6451.914196,148284.1117,3.181130314,471711.0828,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1157,16186,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,12,189,2.38,86,0,6451.914196,146579.6966,3.034597233,444810.3418,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1158,16247,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,6,189,2.38,86,0,6451.914196,146579.6966,3.250093981,476397.7897,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1159,15886,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,12,189,2.38,85,0,6451.914196,144875.2815,3.034597233,439638.1285,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1160,16047,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,8,189,2.38,85,0,6451.914196,144875.2815,3.181130314,460867.1498,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1161,15690,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,2,189,2.38,84,0,6451.914196,143170.8665,2.950891428,422481.6826,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1162,15531,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,5,189,2.38,83,0,6451.914196,141466.4514,3.374379942,477361.556,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1163,15017,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,3,189,2.38,80,0,6451.914196,136353.2062,3.073563462,419090.2324,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1164,14948,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,5,189,2.38,80,0,6451.914196,136353.2062,3.374379942,460107.5239,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1165,14114,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,7,189,2.38,75,0,6451.914196,127831.1308,3.279008751,419159.3964,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1166,14165,334,AA,American Airlines,ORD,Chicago,41.85,-87.6501,MSP,Minneapolis,44.9819,-93.2692,7,189,2.38,75,0,6451.914196,127831.1308,3.279008751,419159.3964,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2
1167,13963,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,2,189,2.38,74,0,6451.914196,126126.7157,2.950891428,372186.2442,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1168,13858,334,AA,American Airlines,MSP,Minneapolis,44.9819,-93.2692,ORD,Chicago,41.85,-87.6501,3,189,2.38,74,0,6451.914196,126126.7157,3.073563462,387658.4649,11.1,16.3,29.5,45.1,57.7,67.2,72.3,69.7,60.4,48.5,31.6,17.2,22.5,25.8,36.3,47.5,58.4,68.3,73.3,71.4,64.1,52.6,38.9,27.0
1169,5227,335,AA,American Airlines,SDF,"Louisville, Kentucky",38.2561,-85.7514,CLT,"Charlotte, North Carolina",35.2269,-80.8433,7,120,3.46,44,0,6255.711508,72713.6881,3.279008751,238428.8196,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1170,5077,335,AA,American Airlines,SDF,"Louisville, Kentucky",38.2561,-85.7514,CLT,"Charlotte, North Carolina",35.2269,-80.8433,8,120,3.46,43,0,6255.711508,71061.10428,3.181130314,226054.633,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1171,4342,335,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,SDF,"Louisville, Kentucky",38.2561,-85.7514,7,120,3.46,37,0,6255.711508,61145.60136,3.279008751,200496.9619,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3
1172,6550,335,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,SDF,"Louisville, Kentucky",38.2561,-85.7514,5,189,2.38,35,0,6459.831028,59727.72688,3.374379942,201544.0436,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3
1173,6295,335,AA,American Airlines,SDF,"Louisville, Kentucky",38.2561,-85.7514,CLT,"Charlotte, North Carolina",35.2269,-80.8433,5,189,2.38,34,0,6459.831028,58021.2204,3.374379942,195785.6423,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1174,4005,335,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,SDF,"Louisville, Kentucky",38.2561,-85.7514,8,120,3.46,34,0,6255.711508,56187.84989,3.181130314,178740.8726,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3
1175,3731,335,AA,American Airlines,SDF,"Louisville, Kentucky",38.2561,-85.7514,CLT,"Charlotte, North Carolina",35.2269,-80.8433,6,120,3.46,32,0,6255.711508,52882.68225,3.250093981,171873.6873,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1176,3748,335,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,SDF,"Louisville, Kentucky",38.2561,-85.7514,6,120,3.46,32,0,6255.711508,52882.68225,3.250093981,171873.6873,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3
1177,2755,335,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,SDF,"Louisville, Kentucky",38.2561,-85.7514,4,88,3.97,32,0,5867.518868,49601.09422,3.267300941,162061.7018,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3
1178,2530,335,AA,American Airlines,SDF,"Louisville, Kentucky",38.2561,-85.7514,CLT,"Charlotte, North Carolina",35.2269,-80.8433,4,88,3.97,29,0,5867.518868,44950.99164,3.267300941,146868.4173,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1179,2018,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,6,88,3.97,23,0,5867.518868,35650.78647,3.250093981,115868.4065,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1180,1909,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,7,88,3.97,22,0,5867.518868,34100.75227,3.279008751,111816.6651,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1181,1823,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,10,88,3.97,21,0,5867.518868,32550.71808,3.101298216,100949.4839,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1182,1821,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,7,88,3.97,21,0,5867.518868,32550.71808,3.279008751,106734.0894,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1183,1829,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,5,88,3.97,21,0,5867.518868,32550.71808,3.374379942,109838.4902,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1184,1700,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,8,88,3.97,20,0,5867.518868,31000.68389,3.181130314,98617.21527,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1185,1593,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,8,88,3.97,19,0,5867.518868,29450.64969,3.181130314,93686.3545,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1186,1669,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,6,88,3.97,19,0,5867.518868,29450.64969,3.250093981,95717.3793,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1187,1506,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,9,88,3.97,18,0,5867.518868,27900.6155,3.195526481,89157.15566,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1188,1496,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,11,88,3.97,17,0,5867.518868,26350.5813,2.937909935,77415.6346,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1189,1441,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,10,88,3.97,17,0,5867.518868,26350.5813,3.101298216,81721.01079,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1190,1336,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,5,88,3.97,16,0,5867.518868,24800.54711,3.374379942,83686.46872,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1191,1292,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,11,88,3.97,15,0,5867.518868,23250.51291,2.937909935,68307.91289,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1192,1183,335,AA,American Airlines,MIA,Miami,25.7833,-80.2167,JAX,"Jacksonville, Florida",30.3167,-81.65,8,88,3.97,14,0,5867.518868,21700.47872,3.181130314,69032.05069,65.9,66.7,69.6,73.1,76.6,80.1,81.5,81.9,80.9,77.2,71.4,67.1,53.9,55.7,61.0,66.9,73.7,78.9,80.9,80.5,77.8,70.1,61.3,54.9
1193,1066,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,9,88,3.97,13,0,5867.518868,20150.44453,3.195526481,64391.27909,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1194,1042,335,AA,American Airlines,PIT,Pittsburgh,40.4417,-80.0,LGA,New York City,40.7,-74.0,12,88,3.97,12,0,5867.518868,18600.41033,3.034597233,56444.75373,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
1195,1006,335,AA,American Airlines,JAX,"Jacksonville, Florida",30.3167,-81.65,MIA,Miami,25.7833,-80.2167,8,88,3.97,12,0,5867.518868,18600.41033,3.181130314,59170.32916,53.9,55.7,61.0,66.9,73.7,78.9,80.9,80.5,77.8,70.1,61.3,54.9,65.9,66.7,69.6,73.1,76.6,80.1,81.5,81.9,80.9,77.2,71.4,67.1
1196,856,335,AA,American Airlines,LGA,New York City,40.7,-74.0,PIT,Pittsburgh,40.4417,-80.0,12,88,3.97,10,0,5867.518868,15500.34194,3.034597233,47037.29477,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,28.2,29.9,38.8,49.4,60.0,68.4,72.5,70.7,64.3,52.9,41.4,31.6
1197,408,335,AA,American Airlines,SDF,"Louisville, Kentucky",38.2561,-85.7514,CLT,"Charlotte, North Carolina",35.2269,-80.8433,9,88,3.97,5,0,5867.518868,7750.170972,3.195526481,24765.87657,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
1198,330,335,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,SDF,"Louisville, Kentucky",38.2561,-85.7514,9,88,3.97,4,0,5867.518868,6200.136777,3.195526481,19812.70126,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,32.4,35.2,44.6,54.9,64.7,73.2,77.1,75.6,68.9,56.9,44.9,35.3
