,Passengers,Distance (miles),Carrier Code,Airline,Origin Airport,Origin City Name,Origin Latitude (Deg.),Origin Longitude (Deg.),Destination Airport,Destination City Name,Destination Latitude (Deg.),Destination Longitude (Deg.),Month,Estimated Aircraft Capacity,SFC (L/100km per Pax),No of Flights Per Month,Climb-Descent Penalty (mi),Fuel Consumed Per Flight (Liters),Total Fuel Per Route (Gal),Fuel Cost Per Gal,Fuel Cost,Origin January,Origin February,Origin March,Origin April,Origin May,Origin June,Origin July,Origin August,Origin September,Origin October,Origin November,Origin December,Destination January,Destination February,Destination March,Destination April,Destination May,Destination June,Destination July,Destination August,Destination September,Destination October,Destination November,Destination December
0,64,66,AA,American Airlines,SAT,San Antonio,29.425,-98.4939,AUS,"Austin, Texas",30.3,-97.7333,6,120,3.97,1,0,4361.078548,1152.074842,3.250093981,3744.35151,50.9,54.6,61.4,68.7,75.3,81.5,84.0,84.1,79.2,70.3,59.6,52.6,48.4,52.2,59.1,67.1,74.2,80.9,84.0,84.0,78.3,68.8,57.6,50.2
1,61,66,AA,American Airlines,SAT,San Antonio,29.425,-98.4939,AUS,"Austin, Texas",30.3,-97.7333,5,120,3.97,1,0,4361.078548,1152.074842,3.374379942,3887.538239,50.9,54.6,61.4,68.7,75.3,81.5,84.0,84.1,79.2,70.3,59.6,52.6,48.4,52.2,59.1,67.1,74.2,80.9,84.0,84.0,78.3,68.8,57.6,50.2
2,124,81,AA,American Airlines,MCO,"Orlando, Florida",28.5336,-81.3867,TPA,"Tampa, Florida",27.9475,-82.4586,8,120,3.97,2,0,4486.848148,2370.599298,3.181130314,7541.185288,59.7,61.1,65.4,70.4,75.9,80.0,81.4,81.5,79.9,73.8,66.1,60.7,59.9,61.3,65.5,70.3,75.8,79.8,80.9,81.1,79.8,73.8,66.1,60.9
3,3645,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,10,120,3.46,31,0,4414.216468,36149.48417,3.101298216,112110.3308,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
4,2693,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,4,120,3.97,23,0,4503.617428,27363.78133,3.267300941,89405.70849,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
5,3487,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,10,120,3.46,30,0,4414.216468,34983.37178,3.101298216,108493.8685,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
6,2407,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,4,120,3.97,21,0,4503.617428,24984.32209,3.267300941,81631.29906,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
7,3164,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,9,120,3.97,27,0,4503.617428,32122.69982,3.195526481,102648.9379,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
8,2953,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,1,120,3.97,25,0,4503.617428,29743.24058,2.896251081,86143.89268,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
9,2906,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,8,120,3.97,25,0,4503.617428,29743.24058,3.181130314,94617.12424,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
10,2832,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,12,120,3.97,24,0,4503.617428,28553.51095,3.034597233,86648.40534,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
11,2876,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,9,120,3.97,24,0,4503.617428,28553.51095,3.195526481,91243.50038,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
12,2745,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,1,120,3.97,23,0,4503.617428,27363.78133,2.896251081,79252.38126,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
13,2565,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,2,120,3.97,22,0,4503.617428,26174.05171,2.950891428,77236.78482,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
14,2616,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,3,120,3.97,22,0,4503.617428,26174.05171,3.073563462,80447.60898,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
15,2561,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,8,120,3.97,22,0,4503.617428,26174.05171,3.181130314,83263.06933,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
16,2502,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,12,120,3.97,21,0,4503.617428,24984.32209,3.034597233,75817.35467,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
17,2479,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,3,120,3.97,21,0,4503.617428,24984.32209,3.073563462,76790.89948,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
18,2360,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,2,120,3.97,20,0,4503.617428,23794.59246,2.950891428,70215.25893,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
19,2164,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,6,120,3.97,19,0,4503.617428,22604.86284,3.250093981,73467.92865,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
20,2005,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,11,120,3.97,17,0,4503.617428,20225.40359,2.937909935,59420.41415,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
21,1999,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,6,120,3.97,17,0,4503.617428,20225.40359,3.250093981,65734.46248,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
22,2851,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,5,120,3.97,24,0,4503.617428,28553.51095,3.374379942,96350.39464,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
23,1895,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,11,120,3.97,16,0,4503.617428,19035.67397,2.937909935,55925.09568,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
24,2769,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,7,120,3.97,24,0,4503.617428,28553.51095,3.279008751,93627.21229,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
25,2816,83,AA,American Airlines,GSO,"Greensboro, North Carolina",36.08,-79.8194,CLT,"Charlotte, North Carolina",35.2269,-80.8433,7,120,3.97,24,0,4503.617428,28553.51095,3.279008751,93627.21229,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7
26,2441,83,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,GSO,"Greensboro, North Carolina",36.08,-79.8194,5,120,3.97,21,0,4503.617428,24984.32209,3.374379942,84306.59531,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,38.2,40.4,48.2,57.1,66.1,73.7,77.1,75.6,69.5,58.4,47.9,39.8
27,63,84,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,MDT,"Harrisburg, Pennsylvania",40.2646,-76.8834,11,189,3.97,1,0,4916.98018,1298.928488,2.937909935,3816.13491,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,27.2,28.7,38.3,49.1,59.7,68.3,72.8,70.7,63.7,52.4,41.0,30.6
28,83,84,AA,American Airlines,MDT,"Harrisburg, Pennsylvania",40.2646,-76.8834,PHL,Philadelphia,39.9528,-75.1636,11,189,3.97,1,0,4916.98018,1298.928488,2.937909935,3816.13491,27.2,28.7,38.3,49.1,59.7,68.3,72.8,70.7,63.7,52.4,41.0,30.6,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
29,57,84,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,MDT,"Harrisburg, Pennsylvania",40.2646,-76.8834,12,189,3.97,1,0,4916.98018,1298.928488,3.034597233,3941.724796,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,27.2,28.7,38.3,49.1,59.7,68.3,72.8,70.7,63.7,52.4,41.0,30.6
30,78,88,AA,American Airlines,CLT,"Charlotte, North Carolina",35.2269,-80.8433,CAE,"Columbia, South Carolina",34.0006,-81.0442,6,189,3.97,1,0,4969.803412,1312.882907,3.250093981,4266.992833,40.5,42.8,50.2,58.9,67.7,75.0,78.2,76.7,71.2,60.1,49.7,41.7,44.8,47.1,54.2,62.4,71.0,77.7,80.5,79.3,74.2,63.6,53.4,45.9
31,84,94,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,JFK,New York City,40.7,-74.0,5,189,3.97,1,0,5049.03826,1333.814535,3.374379942,4500.797014,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
32,6515,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,8,189,2.38,35,0,4567.70818,42233.12118,3.181130314,134349.0621,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
33,5999,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,12,189,2.38,32,0,4567.70818,38613.13937,3.034597233,117175.3259,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
34,5934,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,7,189,2.38,32,0,4567.70818,38613.13937,3.279008751,126612.8219,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
35,5527,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,12,189,2.38,30,0,4567.70818,36199.81816,3.034597233,109851.868,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
36,5622,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,8,189,2.38,30,0,4567.70818,36199.81816,3.181130314,115156.3389,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
37,5492,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,10,189,3.46,30,0,4912.589332,38933.05647,3.101298216,120743.0186,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
38,5360,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,10,189,3.46,29,0,4912.589332,37635.28792,3.101298216,116718.2513,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
39,5375,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,6,189,3.46,29,0,4912.589332,37635.28792,3.250093981,122318.2227,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
40,5381,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,6,189,3.46,29,0,4912.589332,37635.28792,3.250093981,122318.2227,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
41,5192,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,5,189,3.46,28,0,4912.589332,36337.51937,3.374379942,122616.5965,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
42,5054,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,9,189,3.46,27,0,4912.589332,35039.75082,3.195526481,111970.4516,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
43,5103,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,7,189,3.46,27,0,4912.589332,35039.75082,3.279008751,114895.6496,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
44,4824,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,5,189,3.46,26,0,4912.589332,33741.98227,3.374379942,113858.2682,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
45,4697,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,11,189,3.46,25,0,4912.589332,32444.21372,2.937909935,95318.17783,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
46,4685,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,9,189,3.46,25,0,4912.589332,32444.21372,3.195526481,103676.3441,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
47,4023,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,11,189,3.46,22,0,4912.589332,28550.90808,2.937909935,83879.99649,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
48,3495,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,3,189,3.46,19,0,4912.589332,24657.60243,3.073563462,75786.70589,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
49,3504,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,3,189,3.46,19,0,4912.589332,24657.60243,3.073563462,75786.70589,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
50,3270,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,4,189,3.97,18,0,5075.449876,24134.2514,3.267300941,78853.86232,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
51,2871,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,4,189,3.97,16,0,5075.449876,21452.66791,3.267300941,70092.32206,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
52,2522,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,1,189,3.97,14,0,5075.449876,18771.08442,2.896251081,54365.77355,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
53,2542,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,1,189,3.97,14,0,5075.449876,18771.08442,2.896251081,54365.77355,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
54,2562,96,AA,American Airlines,PHL,Philadelphia,39.9528,-75.1636,LGA,New York City,40.7,-74.0,2,189,3.97,14,0,5075.449876,18771.08442,2.950891428,55391.43212,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7
55,2482,96,AA,American Airlines,LGA,New York City,40.7,-74.0,PHL,Philadelphia,39.9528,-75.1636,2,189,3.97,14,0,5075.449876,18771.08442,2.950891428,55391.43212,30.9,31.5,39.9,50.0,60.8,70.0,75.4,73.6,66.8,56.1,44.9,34.7,31.0,32.2,41.0,51.2,61.9,70.6,75.5,73.5,66.7,55.6,44.3,34.3
56,103,102,AA,American Airlines,LIH,"Lihue, Hawaii",21.9747,-159.3656,HNL,Honolulu,21.3047,-157.8572,1,88,3.97,2,0,4434.86338,2343.133457,2.896251081,6786.302809,43.9,45.9,47.8,50.8,56.0,61.9,67.9,67.8,64.8,57.7,49.1,44.2,47.1,49.8,51.0,52.9,55.4,58.8,60.6,61.3,61.6,58.6,53.0,48.0
57,90,109,AA,American Airlines,LAX,Los Angeles,34.0522,-118.2437,SAN,San Diego,32.715,-117.1625,5,88,3.97,2,0,4477.904532,2365.873992,3.374379942,7983.357744,47.8,49.5,52.1,56.1,61.3,67.9,74.2,74.0,69.9,62.4,54.5,48.8,49.5,51.3,53.4,57.5,62.5,68.6,74.8,75.1,71.3,63.8,56.2,50.7
58,4797,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,12,120,3.46,40,0,4611.519508,48729.37326,3.034597233,147874.0212,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
59,3445,110,AA,American Airlines,PHX,"Phoenix, Arizona",33.4483,-112.0739,TUS,"Tucson, Arizona",32.2217,-110.9264,8,88,3.97,40,0,4484.053268,47382.45279,3.181130314,150729.7569,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2
60,7134,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,5,189,2.38,38,0,4678.543828,46965.73064,3.374379942,158480.2194,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
61,3264,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,3,88,3.97,38,0,4484.053268,45013.33015,3.073563462,138351.3269,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
62,4218,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,7,120,3.46,36,0,4611.519508,43856.43593,3.279008751,143805.6372,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
63,3164,110,AA,American Airlines,PHX,"Phoenix, Arizona",33.4483,-112.0739,TUS,"Tucson, Arizona",32.2217,-110.9264,12,88,3.97,36,0,4484.053268,42644.20751,3.034597233,129407.9941,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2
64,3081,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,4,88,3.97,36,0,4484.053268,42644.20751,3.267300941,139331.4593,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
65,6429,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,6,189,2.38,35,0,4678.543828,43257.9098,3.250093981,140592.2723,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
66,4140,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,8,120,3.46,35,0,4611.519508,42638.2016,3.181130314,135637.6756,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
67,3044,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,11,88,3.97,35,0,4484.053268,41459.64619,2.937909935,121804.7065,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
68,2918,110,AA,American Airlines,TUS,"Tucson, Arizona",32.2217,-110.9264,PHX,"Phoenix, Arizona",33.4483,-112.0739,2,88,3.97,34,0,4484.053268,40275.08487,2.950891428,118847.4027,44.3,46.9,50.8,57.3,64.7,74.1,76.6,74.2,71.1,62.0,51.6,45.2,50.8,54.7,59.1,66.3,74.5,83.7,89.4,87.7,82.3,70.9,59.0,51.6
